Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIr	90mDIR	60mDIR	120mTemp10mTempPress
120113	1300	6.77	0.68	6.78	0.87	6.31	1.00	5.96	0.99	5.18	1.13	28.00	41.00	0.00	27.37	27.37	1.00
120113	1310	6.56	0.62	6.48	0.67	6.07	0.74	5.82	0.79	5.06	0.89	35.00	46.00	0.00	27.25	27.37	1.00
120113	1320	6.86	0.89	6.45	1.03	5.97	0.96	5.69	1.05	5.00	1.03	34.00	45.00	0.00	27.13	27.37	1.00
120113	1330	5.89	0.58	5.71	0.70	5.24	0.84	4.81	0.86	4.07	0.86	41.00	51.00	0.00	27.25	27.37	1.00
120113	1340	5.94	0.75	6.01	0.79	5.78	0.62	5.50	0.85	4.72	0.94	38.00	51.00	0.00	27.13	27.37	999.81
120113	1350	5.83	0.48	5.71	0.59	5.71	0.52	5.35	0.66	4.44	0.68	48.00	60.00	0.00	27.25	27.50	999.66
120113	1400	6.11	0.49	6.07	0.59	5.86	0.63	5.43	0.67	4.63	0.71	42.00	53.00	0.00	27.25	27.62	999.52
120113	1410	5.27	0.77	5.08	0.83	5.04	0.82	4.66	0.99	3.91	0.84	51.00	66.00	0.00	27.62	27.86	999.37
120113	1420	5.24	0.64	5.24	0.70	5.27	0.81	5.06	0.79	4.30	0.92	39.00	52.00	0.00	27.86	28.11	999.15
120113	1430	6.73	0.84	6.68	0.94	6.47	0.99	6.08	0.93	5.37	1.00	44.00	56.00	0.00	27.74	28.11	999.08
120113	1440	6.79	0.73	6.81	0.78	6.57	0.74	6.17	0.92	5.52	0.97	41.00	53.00	0.00	27.86	27.98	999.01
120113	1450	6.66	0.77	6.59	0.73	6.17	0.65	5.97	0.83	5.43	0.98	37.00	46.00	0.00	27.86	27.98	998.93
120113	1500	6.64	0.88	6.76	0.84	6.45	0.84	5.93	0.93	5.07	0.98	39.00	51.00	0.00	27.86	27.98	998.79
120113	1510	6.86	0.71	6.93	0.77	6.42	0.70	5.85	0.85	5.01	0.80	39.00	52.00	0.00	27.74	27.98	998.79
120113	1520	6.96	0.58	6.98	0.62	6.69	0.65	6.02	0.87	5.12	0.87	48.00	60.00	0.00	27.86	28.11	998.79
120113	1530	7.42	0.90	7.34	0.96	7.13	0.93	6.36	1.08	5.53	1.11	42.00	55.00	0.00	27.86	28.23	998.79
120113	1540	7.60	0.68	7.36	0.75	6.70	0.87	6.20	0.99	5.31	0.97	42.00	53.00	0.00	27.98	28.11	999.01
120113	1550	7.11	0.73	7.09	0.73	6.49	0.83	5.85	0.94	5.08	0.99	46.00	58.00	0.00	27.86	27.86	999.15
120113	1600	6.54	0.72	6.51	0.81	6.34	0.73	5.70	0.81	5.12	0.87	48.00	60.00	0.00	27.74	27.86	999.30
120113	1610	6.45	0.82	6.40	0.87	5.98	0.88	5.53	0.86	4.68	0.84	55.00	68.00	0.00	27.50	27.62	999.30
120113	1620	7.08	0.56	6.88	0.70	6.59	0.91	6.05	0.91	5.07	0.87	59.00	75.00	0.00	27.37	27.50	999.37
120113	1630	6.32	0.62	6.04	0.65	5.70	0.75	5.28	0.86	4.47	0.81	59.00	73.00	0.00	27.37	27.37	999.44
120113	1640	6.66	0.44	6.66	0.44	6.38	0.68	5.83	0.79	4.97	0.80	63.00	77.00	0.00	27.25	27.37	999.44
120113	1650	6.02	0.48	5.80	0.63	5.59	0.60	5.23	0.65	4.44	0.67	60.00	73.00	0.00	27.13	27.25	999.44
120113	1700	4.83	0.44	4.48	0.48	4.34	0.52	4.00	0.57	3.38	0.54	65.00	77.00	0.00	27.13	27.13	999.59
120113	1710	5.48	0.57	5.22	0.52	4.89	0.59	4.55	0.51	3.85	0.55	69.00	83.00	0.00	27.13	27.13	999.59
120113	1720	5.34	0.63	5.16	0.67	4.82	0.78	4.54	0.69	3.71	0.68	66.00	79.00	0.00	27.25	27.25	999.66
120113	1730	5.06	0.40	4.89	0.38	4.95	0.38	4.61	0.48	3.72	0.52	63.00	76.00	0.00	27.13	27.13	999.81
120113	1740	4.14	0.46	3.97	0.47	3.94	0.40	3.66	0.40	2.78	0.47	66.00	79.00	0.00	27.01	27.01	999.96
120113	1750	3.30	0.33	2.99	0.36	2.93	0.23	2.78	0.31	1.87	0.57	66.00	80.00	0.00	27.01	26.89	1.00
120113	1800	3.36	0.29	3.17	0.34	3.16	0.27	2.72	0.31	1.78	0.47	72.00	86.00	0.00	26.89	26.76	1.00
120113	1810	3.10	0.31	2.76	0.49	3.00	0.37	3.05	0.25	2.10	0.31	79.00	94.00	0.00	27.01	26.76	1.00
120113	1820	2.94	0.33	2.44	0.51	2.39	0.73	2.50	0.60	1.25	0.83	79.00	96.00	0.00	27.01	26.64	1.00
120113	1830	2.83	0.23	2.37	0.33	2.21	0.27	1.84	0.18	0.29	0.00	75.00	91.00	0.00	26.76	26.52	1.00
120113	1840	2.88	0.27	2.83	0.29	2.79	0.23	2.26	0.23	0.40	0.40	79.00	93.00	0.00	26.89	26.40	1.00
120113	1850	3.38	0.21	2.94	0.21	2.83	0.14	2.36	0.21	0.89	0.52	72.00	90.00	0.00	27.01	26.40	1.00
120113	1900	3.44	0.21	2.78	0.25	2.52	0.20	1.97	0.25	0.33	0.29	72.00	89.00	0.00	26.76	26.27	1.00
120113	1910	3.72	0.18	3.20	0.25	2.71	0.20	1.87	0.21	0.29	0.00	66.00	80.00	0.00	26.76	26.15	1.00
120113	1920	3.89	0.23	3.02	0.27	2.57	0.14	2.00	0.15	0.29	0.00	65.00	80.00	0.00	26.89	26.27	1.00
120113	1930	3.15	0.59	2.48	0.55	2.02	0.34	1.53	0.32	0.29	0.00	55.00	70.00	0.00	26.89	26.27	1.00
120113	1940	2.72	0.27	1.94	0.36	1.87	0.20	1.56	0.25	0.29	0.00	56.00	68.00	0.00	26.76	26.27	1.00
120113	1950	2.36	0.41	1.44	0.55	1.04	0.66	0.87	0.66	0.29	0.00	65.00	73.00	0.00	26.64	26.15	1.00
120113	2000	3.11	0.42	2.08	0.46	1.64	0.35	0.88	0.53	0.29	0.00	75.00	87.00	0.00	26.64	26.15	1.00
120113	2010	7.10	3.47	6.43	3.81	6.00	4.01	5.10	3.78	3.69	3.75	79.00	93.00	0.00	26.40	26.03	1.00
120113	2020	10.17	1.60	9.53	1.93	9.24	1.75	8.49	1.59	7.13	1.44	75.00	89.00	0.00	23.83	23.71	1.00
120113	2030	9.63	1.66	8.75	1.47	7.99	1.29	7.03	1.42	5.85	1.25	62.00	75.00	0.00	22.86	22.61	1.00
120113	2040	6.88	1.09	6.30	0.92	5.43	1.01	4.44	1.16	3.59	1.11	41.00	51.00	0.00	22.73	22.37	1.00
120113	2050	5.97	0.39	5.40	0.45	4.56	0.55	3.59	0.67	2.48	0.82	28.00	37.00	0.00	22.73	22.37	1.00
120113	2100	5.60	0.54	4.41	0.44	3.27	0.37	2.36	0.45	1.23	0.81	35.00	39.00	0.00	23.10	22.49	1.00
120113	2110	6.10	0.62	4.99	0.68	3.60	0.48	2.09	0.45	0.66	0.62	46.00	52.00	0.00	23.59	22.73	1.00
120113	2120	5.44	0.55	4.37	0.66	3.41	0.71	2.48	0.55	1.26	0.81	44.00	52.00	0.00	23.71	22.86	1.00
120113	2130	5.59	0.49	4.63	0.63	3.75	0.43	2.84	0.45	1.92	0.56	46.00	56.00	0.00	23.71	23.10	1.00
120113	2140	5.20	0.69	3.83	0.56	2.99	0.43	2.23	0.37	1.58	0.45	49.00	63.00	0.00	23.71	23.10	1.00
120113	2150	4.82	0.70	3.66	0.64	2.84	0.50	1.63	0.47	0.50	0.52	45.00	58.00	0.00	23.96	23.22	1.00
120113	2200	4.18	0.63	2.84	0.48	2.02	0.37	0.78	0.72	0.29	0.00	44.00	53.00	0.00	24.08	23.22	1.00
120113	2210	4.46	0.68	3.06	0.57	1.77	0.43	0.44	0.42	0.29	0.00	41.00	49.00	0.00	23.96	23.22	1.00
120113	2220	3.14	0.62	1.75	0.75	1.02	0.61	1.03	0.49	0.29	0.00	25.00	23.00	0.00	24.08	23.35	1.00
120113	2230	2.36	0.33	0.65	0.59	1.10	0.59	0.94	0.51	0.29	0.00	14.00	8.00	0.00	23.83	23.35	1.00
120113	2240	2.38	0.76	1.07	0.87	1.27	0.50	1.00	0.45	0.32	0.21	21.00	17.00	0.00	23.96	23.47	1.00
120113	2250	3.47	0.53	2.26	0.60	1.32	0.67	0.90	0.65	0.37	0.35	27.00	28.00	0.00	23.96	23.22	1.00
120113	2300	3.12	0.54	1.67	0.87	1.07	0.65	0.88	0.63	0.35	0.27	27.00	24.00	0.00	24.08	23.35	1.00
120113	2310	3.00	0.40	1.81	0.57	0.89	0.72	0.95	0.57	0.59	0.53	31.00	24.00	0.00	24.20	23.47	1.00
120113	2320	3.09	0.34	1.69	0.54	1.01	0.68	0.51	0.51	0.29	0.00	32.00	25.00	0.00	24.08	23.35	1.00
120113	2330	2.98	0.36	1.46	0.67	1.02	0.57	0.55	0.51	0.39	0.37	28.00	24.00	0.00	24.20	23.47	1.00
120113	2340	2.31	0.48	0.72	0.69	0.64	0.76	0.64	0.56	0.34	0.29	25.00	15.00	0.00	24.20	23.47	1.00
120113	2350	2.34	0.45	0.58	0.55	0.33	0.14	0.30	0.00	0.29	0.00	27.00	17.00	0.00	24.20	23.59	1.00
120213	0000	3.14	0.31	1.75	0.58	0.83	0.73	0.31	0.18	0.29	0.00	31.00	25.00	0.00	24.08	23.47	1.00
